0,30.1,0.25,0.25,0.25,0.25,30,0,5,0,5,ga,-1,0,[],5,0.2853729034044113,0.09203653469011129
1,30.1,0.25,0.25,0.25,0.25,30,0,5,0,5,ga,-1,0,[],2,0.07860319941428437,-0.2472831558461057
2,30.1,0.25,0.25,0.25,0.25,30,0,5,0,5,ga,-1,0,[],2,0.15537290340508403,-0.26796346530999193
3,30.1,0.25,0.25,0.25,0.25,30,0,5,0,5,ga,-1,0,[],2,0.29532885232662637,0.4023947565406751
4,30.1,0.25,0.25,0.25,0.25,30,0,5,1.0,5,ga,-1,0,[],2,0.3133407222770443,0.009635164336011547
0,30.1,0.25,0.25,0.25,0.25,29,0,5,0.5,5,ga,-1,0,[],5,0.3693789492859405,0.16258279516107046
1,30.1,0.25,0.25,0.25,0.25,29,0,5,0.5,5,ga,-1,0,[],2,-0.07077053979093988,0.4685399202781819
2,30.1,0.25,0.25,0.25,0.25,30,0,5,0,5,ga,-1,0,[],2,0.30216822064449395,-0.11803491530196365
3,30.1,0.25,0.25,0.25,0.25,30,0,5,0,5,ga,-1,0,[],2,-0.4078727762199168,0.4057496493724784
4,30.1,0.25,0.25,0.25,0.25,30,0,5,1.0,5,ga,-1,0,[],2,0.02062066282366551,0.01229502702235686
