0,60.14,0.24029219530949633,0.24029219530949633,0.24029219530949633,0.279123414071511,59,0,5,1.0,5,ga,-1,0,[],0,0.023026408117970097,0.44585455005540053
1,60.14,0.25,0.25,0.25,0.25,58,0,5,1.0,5,ga,-1,0,[],0,-0.021651916522067674,0.22758415647396704
2,60.14,0.25,0.25,0.25,0.25,60,0,5,0,5,ga,-1,0,[],0,0.4540063654708577,-0.12090436919230159
3,60.14,0.25,0.25,0.25,0.25,59,0,5,0,5,ga,-1,0,[],0,0.2921520325103215,0.26604181210663935
4,60.14,0.25,0.25,0.25,0.25,59,0,5,1.0,5,ga,-1,0,[],0,0.9097119275796498,0.03595181631461458
0,90.18,0.24029219530949633,0.24029219530949633,0.24029219530949633,0.279123414071511,89,0,5,0.5,5,ga,-1,0,[],0,-0.02690976751159871,0.34107726859819326
1,90.18,0.25,0.25,0.25,0.25,88,0,5,0,5,ga,-1,0,[],0,-0.17547296393191497,0.12548333452754967
2,90.18,0.25,0.25,0.25,0.25,89,0,5,1.0,5,ga,-1,0,[],0,0.41746399456955086,0.20527116073328408
3,90.18,0.25,0.25,0.25,0.25,88,0,5,1.0,5,ga,-1,0,[],0,0.4470074671340413,0.2832018123005171
4,90.18,0.25,0.25,0.25,0.25,89,0,5,0,5,ga,-1,0,[],0,0.8619291393716249,-0.11342413120378037
